date,product_id,product_category,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days
14-02-2023,P041,Electronics,12,18649.03,156,68,0,0,1,2,2
11-03-2022,P033,Electronics,15,9243.24,250,74,0,0,4,3,13
26-08-2023,P045,Electronics,32,16315.18,87,21,0,0,5,8,13
25-12-2022,P014,Electronics,47,22822.16,112,28,1,30.5,6,12,9
12-03-2023,P004,Apparel,33,3468.83,132,40,0,0,6,3,14
05-10-2022,P024,Electronics,50,2782.82,219,58,1,47.9,2,10,2
26-12-2022,P024,Electronics,43,2702.36,275,58,1,39.9,0,12,2
16-11-2023,P035,Sports,42,1770.88,125,76,0,0,3,11,5
05-06-2023,P023,Electronics,17,2529.36,106,32,0,0,0,6,4
02-04-2023,P021,Apparel,48,27246,168,58,0,0,6,4,12
20-05-2023,P037,Electronics,20,5747.67,113,46,0,0,5,5,10
15-09-2022,P025,Apparel,34,1363.09,170,51,0,0,3,9,5
30-10-2023,P045,Electronics,29,15600.31,84,21,0,0,0,10,13
18-10-2022,P046,Home,30,998.66,203,56,0,0,1,10,2
18-09-2023,P015,Electronics,16,12624.47,123,52,0,0,0,9,8
15-02-2022,P020,Electronics,16,19048.12,151,45,0,0,1,2,8
09-04-2022,P048,Apparel,32,1895.77,137,51,0,0,5,4,7
09-08-2022,P039,Home,29,2518.48,168,43,0,0,1,8,12
13-02-2022,P005,Electronics,16,8100.28,240,72,0,0,6,2,9
25-02-2023,P034,Sports,21,2517.3,191,52,0,0,5,2,2
23-05-2023,P032,Electronics,18,7049.26,78,39,0,0,1,5,12
24-09-2023,P050,Electronics,15,20005.43,83,78,0,0,6,9,2
19-09-2023,P039,Home,15,2581.95,82,43,0,0,1,9,12
26-12-2023,P026,Home,50,7136.4,80,42,1,41.6,1,12,8
09-05-2022,P047,Electronics,21,16265.15,69,21,0,0,0,5,6
31-03-2023,P036,Beauty,34,1003.87,25,22,0,0,4,3,8
03-10-2022,P044,Sports,67,2038.13,160,36,1,47,0,10,12
07-08-2023,P019,Apparel,39,789.31,108,33,0,0,0,8,4
05-06-2022,P002,Sports,32,5708.14,91,55,0,0,6,6,9
13-09-2022,P012,Sports,25,4847.65,258,78,0,0,1,9,6
01-11-2023,P049,Apparel,53,1116.52,47,23,0,0,2,11,8
19-10-2023,P026,Home,56,7508.15,60,42,1,31.7,3,10,8
18-02-2023,P004,Apparel,35,3400.06,53,40,0,0,5,2,14
19-09-2022,P044,Sports,32,2015.64,149,36,0,0,0,9,12
10-05-2023,P047,Electronics,9,16770.82,97,21,0,0,2,5,6
08-12-2023,P012,Sports,44,4819.5,167,78,0,0,4,12,6
17-05-2022,P002,Sports,22,5546.87,210,55,0,0,1,5,9
18-01-2023,P012,Sports,9,4768.26,189,78,0,0,2,1,6
04-04-2023,P048,Apparel,28,1912.37,146,51,0,0,1,4,7
23-08-2022,P026,Home,27,7265.14,134,42,0,0,1,8,8
14-06-2022,P035,Sports,26,1783.74,265,76,0,0,1,6,5
11-11-2022,P047,Electronics,25,16716.93,29,21,0,0,4,11,6
16-10-2023,P002,Sports,65,5804.93,90,55,1,55.3,0,10,9
03-08-2023,P034,Sports,23,2526.65,80,52,0,0,3,8,2
16-05-2023,P001,Electronics,23,24024.54,114,45,0,0,1,5,13
20-10-2023,P042,Apparel,45,1156.82,105,31,0,0,4,10,8
19-06-2022,P038,Electronics,22,13289.65,161,52,0,0,6,6,4
12-04-2022,P029,Apparel,34,1262.31,102,41,0,0,1,4,13
25-09-2022,P004,Apparel,39,3284.19,127,40,0,0,6,9,14
06-11-2022,P038,Electronics,36,13155.06,148,52,0,0,6,11,4
19-02-2023,P019,Apparel,27,760.84,118,33,0,0,6,2,4
22-09-2023,P019,Apparel,33,781.66,38,33,0,0,4,9,4
26-05-2022,P031,Apparel,21,705.52,91,47,0,0,3,5,13
22-02-2023,P043,Electronics,15,13622.06,127,68,0,0,2,2,6
08-04-2022,P006,Electronics,11,10333.24,361,79,0,0,4,4,13
22-05-2023,P046,Home,23,999.47,111,56,0,0,0,5,2
10-03-2022,P015,Electronics,13,12701.67,115,52,0,0,3,3,8
24-01-2022,P016,Electronics,12,9405.11,129,43,0,0,0,1,6
11-07-2022,P013,Beauty,31,2312.9,158,77,0,0,0,7,10
25-08-2022,P030,Electronics,17,22812.93,71,64,0,0,3,8,10
16-01-2023,P032,Electronics,12,6841,150,39,1,11.1,0,1,12
18-08-2023,P037,Electronics,16,5687.15,176,46,0,0,4,8,10
15-04-2022,P008,Beauty,37,2019.17,76,20,0,0,4,4,10
15-03-2022,P040,Apparel,22,1443.42,195,51,0,0,1,3,9
24-05-2023,P042,Apparel,23,1183.11,88,31,0,0,2,5,8
15-12-2023,P035,Sports,46,1780.23,324,76,0,0,4,12,5
20-08-2022,P048,Apparel,33,1921.31,81,51,0,0,5,8,7
19-01-2022,P007,Electronics,17,14450.29,167,60,0,0,2,1,14
02-06-2023,P005,Electronics,22,8425.38,157,72,0,0,4,6,9
06-05-2023,P031,Apparel,38,707.75,138,47,0,0,5,5,13
17-10-2023,P013,Beauty,59,2262.95,235,77,1,26.8,1,10,10
16-03-2023,P043,Electronics,18,13453.4,308,68,0,0,3,3,6
13-03-2022,P041,Electronics,26,17961.67,122,68,0,0,6,3,2
12-04-2022,P038,Electronics,13,13494.19,207,52,0,0,1,4,4
15-06-2022,P049,Apparel,37,1131.62,39,23,0,0,2,6,8
15-12-2022,P030,Electronics,21,22899.1,159,64,0,0,3,12,10
14-05-2023,P044,Sports,38,2028.52,134,36,0,0,6,5,12
06-03-2022,P050,Electronics,18,19082.32,183,78,0,0,6,3,2
30-09-2023,P012,Sports,28,4855.65,211,78,0,0,5,9,6
25-10-2023,P026,Home,20,7193.7,130,42,0,0,2,10,8
07-11-2023,P026,Home,32,7534.61,69,42,0,0,1,11,8
20-07-2023,P048,Apparel,29,1866.94,96,51,0,0,3,7,7
05-02-2023,P033,Electronics,26,9345.74,215,74,0,0,6,2,13
16-04-2023,P028,Apparel,27,1083.82,60,51,0,0,6,4,8
15-03-2023,P018,Apparel,28,3151.83,54,20,0,0,2,3,4
25-10-2023,P016,Electronics,22,9117.84,126,43,0,0,2,10,6
01-12-2022,P048,Apparel,40,1903.99,52,51,0,0,3,12,7
07-08-2022,P048,Apparel,46,1923.62,68,51,0,0,6,8,7
08-11-2022,P048,Apparel,47,1966.55,148,51,0,0,1,11,7
30-01-2023,P042,Apparel,28,1214.17,100,31,0,0,0,1,8
01-11-2023,P013,Beauty,65,2392.05,89,77,0,0,2,11,10
16-03-2022,P045,Electronics,25,16486.93,66,21,0,0,2,3,13
22-04-2023,P022,Electronics,32,14418.25,75,34,0,0,5,4,11
27-04-2022,P034,Sports,19,2487.43,179,52,0,0,2,4,2
28-01-2023,P003,Home,22,4755.56,250,79,0,0,5,1,10
14-12-2023,P038,Electronics,23,13147.84,204,52,0,0,3,12,4
15-03-2022,P002,Sports,23,5582.14,214,55,0,0,1,3,9
11-04-2023,P047,Electronics,12,16393.26,59,21,0,0,1,4,6
18-08-2023,P023,Electronics,24,2577.78,103,32,0,0,4,8,4
25-06-2023,P015,Electronics,23,12125.52,179,52,0,0,6,6,8
27-09-2022,P001,Electronics,21,24275.42,141,45,0,0,1,9,13
15-08-2023,P007,Electronics,12,14442.45,105,60,0,0,1,8,14
03-01-2023,P008,Beauty,39,2096.15,30,20,0,0,1,1,10
22-04-2023,P047,Electronics,27,16817.45,22,21,0,0,5,4,6
03-09-2022,P029,Apparel,39,1334.55,87,41,0,0,5,9,13
15-03-2023,P016,Electronics,15,9420.8,101,43,0,0,2,3,6
18-08-2022,P011,Electronics,22,6461.56,93,27,0,0,3,8,4
09-06-2022,P050,Electronics,16,19297.24,97,78,0,0,3,6,2
06-11-2023,P034,Sports,55,2403.08,119,52,0,0,0,11,2
17-04-2022,P004,Apparel,30,3359.89,69,40,0,0,6,4,14
29-10-2023,P016,Electronics,39,8973.13,54,43,0,0,6,10,6
06-03-2022,P020,Electronics,27,19019.94,87,45,0,0,6,3,8
17-06-2022,P011,Electronics,22,6661.91,44,27,0,0,4,6,4
25-11-2022,P033,Electronics,46,9501.56,340,74,1,32.9,4,11,13
01-11-2022,P028,Apparel,44,1116.56,215,51,0,0,1,11,8
11-08-2022,P038,Electronics,20,13444.95,82,52,0,0,3,8,4
20-11-2022,P016,Electronics,36,9245.21,98,43,0,0,6,11,6
27-08-2022,P011,Electronics,19,6670.04,35,27,0,0,5,8,4
26-09-2022,P029,Apparel,27,1265.59,88,41,0,0,0,9,13
09-08-2022,P015,Electronics,18,12283.85,112,52,0,0,1,8,8
11-07-2022,P012,Sports,20,4956.89,132,78,0,0,0,7,6
24-04-2022,P007,Electronics,15,14262.35,259,60,0,0,6,4,14
14-12-2023,P041,Electronics,22,18653.76,218,68,0,0,3,12,2
03-09-2022,P021,Apparel,37,2734.03,162,58,0,0,5,9,12
24-09-2023,P002,Sports,34,5797.52,64,55,0,0,6,9,9
09-12-2023,P002,Sports,45,5677.56,241,55,0,0,5,12,9
17-10-2023,P024,Electronics,53,2690.03,197,58,1,59,1,10,2
26-12-2023,P047,Electronics,34,17018.51,25,21,1,44.6,1,12,6
07-04-2022,P014,Electronics,16,23453.28,96,28,0,0,3,4,9
10-02-2023,P042,Apparel,28,1208.76,38,31,0,0,4,2,8
11-03-2022,P042,Apparel,36,1194.01,103,31,0,0,4,3,8
13-09-2022,P021,Apparel,31,2747.05,253,58,0,0,1,9,12
31-07-2023,P013,Beauty,22,2307.64,103,77,0,0,0,7,10
16-03-2023,P045,Electronics,15,16141.79,78,21,0,0,3,3,13
16-09-2023,P008,Beauty,53,2045.63,23,20,0,0,5,9,10
04-07-2022,P001,Electronics,17,24563.21,106,45,0,0,0,7,13
10-09-2023,P021,Apparel,36,2775.56,65,58,0,0,6,9,12
12-06-2023,P034,Sports,27,2457.24,138,52,0,0,0,6,2
24-08-2022,P033,Electronics,26,9285.29,215,74,0,0,2,8,13
05-05-2022,P030,Electronics,22,23992.3,221,64,0,0,3,5,10
27-07-2022,P033,Electronics,16,9485.62,241,74,0,0,2,7,13
03-12-2023,P015,Electronics,38,12524.43,225,52,0,0,6,12,8
30-05-2022,P011,Electronics,15,6737.42,83,27,0,0,0,5,4
18-09-2023,P002,Sports,35,5561.87,130,55,0,0,0,9,9
10-06-2023,P005,Electronics,18,8352.26,102,72,0,0,5,6,9
24-11-2023,P049,Apparel,72,1158.65,53,23,1,11.1,4,11,8
04-08-2022,P009,Apparel,35,3442.47,149,43,0,0,3,8,2
10-10-2023,P003,Home,29,4789.9,187,79,0,0,1,10,10
29-04-2022,P047,Electronics,22,17063.97,74,21,0,0,4,4,6
24-04-2022,P034,Sports,24,2430.51,67,52,0,0,6,4,2
04-06-2022,P003,Home,29,4676.95,240,79,0,0,5,6,10
22-02-2023,P029,Apparel,30,1271.43,101,41,0,0,2,2,13
26-02-2022,P043,Electronics,21,13447.35,194,68,0,0,5,2,6
26-11-2022,P048,Apparel,82,1907.46,92,51,1,10.2,5,11,7
07-12-2023,P011,Electronics,33,6616.48,102,27,0,0,3,12,4
12-07-2022,P018,Apparel,21,32429.5,29,20,0,0,1,7,4
09-11-2023,P049,Apparel,44,1174.65,74,23,0,0,3,11,8
13-09-2023,P010,Home,26,2058.51,136,43,0,0,2,9,12
22-10-2022,P001,Electronics,25,24415.82,130,45,0,0,5,10,13
07-04-2023,P003,Home,31,4721.65,212,79,0,0,4,4,10
25-05-2023,P044,Sports,23,2084.31,92,36,0,0,3,5,12
02-04-2023,P015,Electronics,27,11996.4,97,52,0,0,6,4,8
09-06-2022,P004,Apparel,28,3351.39,114,40,0,0,3,6,14
28-03-2022,P049,Apparel,31,1159.56,54,23,0,0,0,3,8
21-09-2023,P042,Apparel,39,1206.15,41,31,0,0,3,9,8
28-11-2023,P032,Electronics,25,6964.46,50,39,0,0,1,11,12
11-04-2022,P005,Electronics,19,8367.15,254,72,0,0,0,4,9
15-12-2022,P034,Sports,38,2499.01,63,52,0,0,3,12,2
13-05-2022,P036,Beauty,35,977.66,36,22,0,0,4,5,8
26-04-2022,P049,Apparel,28,1124.86,83,23,0,0,1,4,8
05-06-2022,P010,Home,27,2096.08,50,43,0,0,6,6,12
05-03-2022,P045,Electronics,12,16204.58,91,21,0,0,5,3,13
08-05-2022,P029,Apparel,39,1303.95,157,41,0,0,6,5,13
12-05-2022,P026,Home,18,7441.07,89,42,0,0,3,5,8
09-12-2023,P028,Apparel,45,1109.65,154,51,0,0,5,12,8
23-04-2023,P028,Apparel,31,1108.56,92,51,0,0,6,4,8
21-09-2022,P043,Electronics,27,13770.67,114,68,0,0,2,9,6
10-08-2023,P038,Electronics,21,12960.31,138,52,0,0,3,8,4
31-01-2023,P049,Apparel,20,1121.3,63,23,0,0,1,1,8
13-12-2022,P044,Sports,30,2021.1,72,36,0,0,1,12,12
08-01-2022,P035,Sports,21,1726.54,244,76,0,0,5,1,5
17-01-2023,P003,Home,11,4804.48,289,79,0,0,1,1,10
15-09-2022,P012,Sports,33,4719.43,225,78,0,0,3,9,6
16-08-2022,P005,Electronics,26,8298.68,221,72,0,0,1,8,9
02-04-2023,P019,Apparel,36,748.24,44,33,0,0,6,4,4
21-12-2023,P035,Sports,43,1715.01,232,76,0,0,3,12,5
01-03-2023,P030,Electronics,15,23119.16,246,64,0,0,2,3,10
26-11-2022,P040,Apparel,103,1394.93,212,51,1,51,5,11,9
22-09-2023,P027,Electronics,19,11419.06,168,62,0,0,4,9,14
05-03-2023,P038,Electronics,14,12865.87,168,52,0,0,6,3,4
06-05-2022,P014,Electronics,16,22583.73,58,28,0,0,4,5,9
29-06-2023,P044,Sports,27,2101.13,80,36,0,0,3,6,12
01-11-2023,P034,Sports,37,2505.03,174,52,0,0,2,11,2
22-02-2023,P039,Home,14,2593.5,192,43,0,0,2,2,12
02-09-2023,P033,Electronics,17,9670.89,238,74,0,0,5,9,13
10-04-2023,P022,Electronics,19,14223.52,56,34,0,0,0,4,11
10-09-2023,P042,Apparel,45,1174.35,117,31,0,0,6,9,8
04-11-2022,P017,Electronics,25,18396.86,139,59,0,0,4,11,7
04-08-2023,P034,Sports,26,2431.36,54,52,0,0,4,8,2
20-08-2023,P029,Apparel,29,1268.61,63,41,0,0,6,8,13
02-03-2023,P018,Apparel,20,3222.71,38,20,0,0,3,3,4
19-04-2022,P006,Electronics,23,10430.96,325,79,0,0,1,4,13
06-05-2022,P002,Sports,27,5825.5,82,55,0,0,4,5,9
22-01-2022,P015,Electronics,20,12632.18,96,52,0,0,5,1,8
11-04-2023,P019,Apparel,19,754.7,36,33,0,0,1,4,4
12-05-2023,P012,Sports,32,4764.88,105,78,0,0,4,5,6
01-09-2022,P013,Beauty,44,2267.23,176,77,0,0,3,9,10
20-09-2022,P046,Home,26,972.84,65,56,0,0,1,9,2
06-04-2023,P011,Electronics,18,6405.98,63,27,0,0,3,4,4
15-12-2023,P010,Home,41,2112.7,142,43,0,0,4,12,12
26-08-2022,P010,Home,19,2011.56,106,43,0,0,4,8,12
20-04-2023,P018,Apparel,33,3090.97,81,20,0,0,3,4,4
23-06-2022,P045,Electronics,14,15740.11,96,21,0,0,3,6,13
09-07-2023,P046,Home,27,954.37,93,56,0,0,6,7,2
05-05-2023,P041,Electronics,11,18207.32,194,68,0,0,4,5,2
27-01-2022,P011,Electronics,17,6586.17,88,27,0,0,3,1,4
28-04-2022,P039,Home,25,2615.78,148,43,0,0,3,4,12
29-10-2022,P006,Electronics,27,10279.93,186,79,0,0,5,10,13
15-08-2022,P003,Home,18,4721.7,278,79,0,0,0,8,10
21-05-2023,P008,Beauty,45,1997.03,54,20,0,0,6,5,10
15-12-2023,P002,Sports,44,5833.2,197,55,0,0,4,12,9
13-06-2022,P014,Electronics,16,22482.95,72,28,0,0,0,6,9
12-09-2022,P048,Apparel,43,1968.48,189,51,0,0,0,9,7
23-03-2022,P047,Electronics,19,16981.39,42,21,0,0,2,3,6
11-05-2022,P024,Electronics,19,2649.66,107,58,0,0,2,5,2
19-01-2023,P048,Apparel,23,1944.16,150,51,0,0,3,1,7
07-05-2022,P006,Electronics,23,10086.54,260,79,0,0,5,5,13
29-07-2023,P007,Electronics,21,14572.29,190,60,0,0,5,7,14
27-07-2022,P003,Home,25,4876.53,319,79,0,0,2,7,10
05-11-2022,P038,Electronics,30,13001.17,184,52,0,0,5,11,4
29-12-2022,P004,Apparel,47,3361.84,184,40,0,0,3,12,14
11-09-2023,P023,Electronics,28,2660.32,57,32,0,0,0,9,4
27-09-2023,P043,Electronics,11,13379.89,145,68,0,0,2,9,6
12-02-2023,P032,Electronics,20,7196.47,48,39,0,0,6,2,12
13-07-2022,P027,Electronics,13,11659.02,159,62,0,0,2,7,14
01-05-2022,P033,Electronics,17,9247.55,278,74,0,0,6,5,13
28-08-2023,P014,Electronics,15,22478.67,37,28,0,0,0,8,9
21-09-2022,P030,Electronics,17,23478.3,186,64,0,0,2,9,10
20-05-2023,P011,Electronics,29,6650.31,60,27,0,0,5,5,4
22-12-2023,P042,Apparel,51,1214.37,41,31,0,0,4,12,8
06-02-2022,P028,Apparel,32,1097,-57,51,0,0,6,2,8
07-11-2022,P033,Electronics,34,9463.07,164,74,0,0,0,11,13
23-09-2022,P047,Electronics,19,16796.13,48,21,0,0,4,9,6
07-04-2023,P044,Sports,29,2078.38,63,36,0,0,4,4,12
30-05-2023,P001,Electronics,22,24109.09,82,45,0,0,1,5,13
24-10-2022,P001,Electronics,26,23662.16,104,45,1,20.9,0,10,13
14-06-2022,P010,Home,21,2062.96,112,43,0,0,1,6,12
01-05-2022,P009,Apparel,44,3426.53,160,43,0,0,6,5,2
10-09-2022,P039,Home,24,2541.79,65,43,0,0,5,9,12
16-12-2022,P006,Electronics,19,10180.17,154,79,0,0,4,12,13
03-01-2023,P039,Home,25,2629.63,162,43,0,0,1,1,12
27-08-2023,P023,Electronics,27,2565.78,76,32,0,0,6,8,4
25-07-2022,P028,Apparel,20,1106.91,215,51,0,0,0,7,8
27-05-2023,P041,Electronics,18,18329.96,84,68,0,0,5,5,2
01-05-2023,P011,Electronics,20,6485.38,111,27,0,0,0,5,4
15-06-2022,P025,Apparel,30,1402.15,191,51,0,0,2,6,5
26-07-2023,P028,Apparel,32,1094.89,186,51,0,0,2,7,8
21-10-2022,P018,Apparel,53,3061.44,55,20,0,0,4,10,4
09-05-2023,P032,Electronics,13,7064.09,53,39,0,0,1,5,12
11-04-2022,P019,Apparel,27,761.75,59,33,0,0,0,4,4
16-06-2023,P020,Electronics,22,19578.01,88,45,0,0,4,6,8
23-06-2023,P046,Home,22,953.98,134,56,0,0,4,6,2
25-06-2022,P004,Apparel,37,3333.6,46,40,0,0,5,6,14
15-11-2023,P037,Electronics,33,5707.71,97,46,0,0,2,11,10
14-08-2022,P011,Electronics,26,6735.53,115,27,0,0,6,8,4
23-02-2022,P011,Electronics,19,6652.14,30,27,0,0,2,2,4
30-10-2023,P022,Electronics,27,13894.44,99,34,0,0,0,10,11
23-03-2023,P034,Sports,22,2518.99,83,52,0,0,3,3,2
27-12-2023,P021,Apparel,34,2719.98,233,58,0,0,2,12,12
30-03-2023,P009,Apparel,37,3537.69,45,43,0,0,3,3,2
01-03-2023,P008,Beauty,34,1988.43,21,20,0,0,2,3,10
17-01-2023,P016,Electronics,11,9121.85,123,43,0,0,1,1,6
12-02-2022,P020,Electronics,10,20026.17,56,45,0,0,5,2,8
13-09-2022,P007,Electronics,17,14788.2,198,60,0,0,1,9,14
12-05-2022,P009,Apparel,35,3394.34,91,43,0,0,3,5,2
08-08-2023,P013,Beauty,43,2321.53,298,77,0,0,1,8,10
10-01-2023,P029,Apparel,18,1332.99,80,41,0,0,1,1,13
01-08-2023,P002,Sports,26,5574.7,151,55,0,0,1,8,9
06-02-2023,P045,Electronics,12,16372.84,35,21,0,0,0,2,13
09-09-2022,P011,Electronics,33,6690.34,40,27,0,0,4,9,4
03-08-2022,P018,Apparel,21,3175.3,-36,20,0,0,2,8,4
02-05-2022,P003,Home,31,4699.41,89,79,0,0,0,5,10
15-10-2022,P024,Electronics,35,2752.82,159,58,0,0,5,10,2
03-01-2022,P018,Apparel,19,3174.17,37,20,0,0,0,1,4
31-08-2022,P034,Sports,27,2411.18,138,52,0,0,2,8,2
12-07-2022,P030,Electronics,12,24057.24,207,64,0,0,1,7,10
03-04-2023,P010,Home,20,2070.13,94,43,0,0,0,4,12
04-06-2023,P040,Apparel,38,1375.1,90,51,0,0,6,6,9
18-11-2022,P047,Electronics,29,16906.07,66,21,0,0,4,11,6
10-06-2022,P024,Electronics,17,2650.97,190,58,0,0,4,6,2
14-08-2023,P023,Electronics,21,2597.76,127,32,0,0,0,8,4
16-10-2022,P028,Apparel,45,1107.71,173,51,0,0,6,10,8
29-09-2022,P029,Apparel,49,1282.09,155,41,0,0,3,9,13
24-02-2022,P043,Electronics,16,13319.55,215,68,0,0,3,2,6
04-05-2022,P050,Electronics,29,19458.81,139,78,0,0,2,5,2
11-01-2022,P005,Electronics,20,8427.17,100,72,0,0,1,1,9
15-06-2022,P026,Home,17,7362.72,57,42,0,0,2,6,8
10-12-2023,P016,Electronics,41,9410.34,195,43,0,0,6,12,6
04-03-2023,P033,Electronics,27,9496.9,75,74,0,0,5,3,13
14-06-2023,P024,Electronics,14,2763.16,68,58,0,0,2,6,2
02-02-2022,P037,Electronics,17,5713.9,116,46,0,0,2,2,10
17-10-2022,P010,Home,28,2015.03,66,43,0,0,0,10,12
24-02-2022,P011,Electronics,18,6730.85,82,27,0,0,3,2,4
25-01-2022,P001,Electronics,9,24737.96,59,45,0,0,1,1,13
30-10-2022,P013,Beauty,64,2303.9,141,77,0,0,6,10,10
05-10-2023,P005,Electronics,18,8025.6,168,72,0,0,3,10,9
16-02-2023,P016,Electronics,18,9333.16,170,43,0,0,3,2,6
07-12-2022,P035,Sports,43,1725.69,224,76,0,0,2,12,5
29-10-2022,P034,Sports,42,2497.22,207,52,0,0,5,10,2
08-06-2022,P042,Apparel,22,1212.54,37,31,0,0,2,6,8
27-01-2022,P048,Apparel,32,1972.58,207,51,0,0,3,1,7
28-04-2023,P024,Electronics,15,2746.86,68,58,0,0,4,4,2
11-03-2022,P008,Beauty,43,2020.7,86,20,0,0,4,3,10
05-10-2023,P047,Electronics,23,16219.52,83,21,0,0,3,10,6
20-09-2022,P050,Electronics,22,19862.51,265,78,0,0,1,9,2
29-12-2023,P039,Home,29,2662.76,121,43,0,0,4,12,12
24-09-2022,P029,Apparel,44,1295.78,115,41,0,0,5,9,13
18-03-2022,P023,Electronics,12,2641.97,79,32,1,13.2,4,3,4
26-12-2023,P037,Electronics,32,5709.09,172,46,1,10.7,1,12,10
24-09-2022,P040,Apparel,41,1439.09,112,51,0,0,5,9,9
05-02-2023,P008,Beauty,39,2028.75,88,20,0,0,6,2,10
19-11-2023,P031,Apparel,66,714.62,141,47,0,0,6,11,13
03-06-2023,P010,Home,31,2065.16,131,43,0,0,5,6,12
14-10-2023,P039,Home,49,2653.16,68,43,0,0,5,10,12
29-10-2023,P005,Electronics,36,8096.87,143,72,0,0,6,10,9
28-10-2023,P032,Electronics,30,7048.05,71,39,0,0,5,10,12
09-02-2023,P037,Electronics,17,5617.39,181,46,0,0,3,2,10
19-03-2023,P045,Electronics,16,15872.52,62,21,0,0,6,3,13
23-02-2023,P019,Apparel,17,758.58,51,33,0,0,3,2,4
17-12-2022,P040,Apparel,62,1396.23,104,51,0,0,5,12,9
10-10-2023,P023,Electronics,30,2643.64,87,32,0,0,1,10,4
01-04-2022,P031,Apparel,27,714.62,66,47,0,0,4,4,13
24-10-2022,P004,Apparel,72,3281.33,114,40,1,23.5,0,10,14
17-09-2023,P001,Electronics,18,24585.65,128,45,0,0,6,9,13
03-06-2023,P005,Electronics,24,8476.68,133,72,0,0,5,6,9
22-06-2023,P031,Apparel,25,736.77,172,47,0,0,3,6,13
07-08-2023,P046,Home,29,994.38,174,56,0,0,0,8,2
04-06-2023,P021,Apparel,40,27258.7,178,58,0,0,6,6,12
21-08-2023,P039,Home,19,2571.49,78,43,0,0,0,8,12
07-12-2023,P038,Electronics,27,13090.4,72,52,0,0,3,12,4
21-03-2022,P014,Electronics,14,22950.06,121,28,0,0,0,3,9
28-04-2023,P050,Electronics,12,19608.8,257,78,0,0,4,4,2
17-03-2023,P027,Electronics,14,11190.96,297,62,0,0,4,3,14
15-01-2023,P037,Electronics,30,5617.63,59,46,1,41.6,6,1,10
24-07-2022,P046,Home,36,957.15,102,56,0,0,6,7,2
24-08-2022,P037,Electronics,13,5740.56,133,46,0,0,2,8,10
14-07-2023,P037,Electronics,16,5837.28,59,46,0,0,4,7,10
29-11-2022,P045,Electronics,20,15768.75,71,21,0,0,1,11,13
06-03-2023,P021,Apparel,32,2783.37,163,58,0,0,0,3,12
21-12-2022,P009,Apparel,42,3385.81,183,43,0,0,2,12,2
11-09-2022,P034,Sports,52,2496.17,159,52,0,0,6,9,2
17-04-2023,P003,Home,26,4729.74,169,79,0,0,0,4,10
05-08-2022,P006,Electronics,15,10136,106,79,0,0,4,8,13
27-02-2022,P040,Apparel,33,1406.66,78,51,0,0,6,2,9
17-07-2022,P022,Electronics,25,14135.43,81,34,0,0,6,7,11
17-09-2022,P012,Sports,45,4786.53,180,78,0,0,5,9,6
10-02-2023,P015,Electronics,12,12044.9,131,52,0,0,4,2,8
09-06-2023,P050,Electronics,14,19369.33,300,78,0,0,4,6,2
28-09-2022,P036,Beauty,37,999.22,35,22,0,0,2,9,8
01-04-2022,P047,Electronics,18,16378.22,50,21,0,0,4,4,6
03-03-2022,P014,Electronics,12,23695.21,101,28,0,0,3,3,9
03-03-2022,P005,Electronics,12,8013.72,167,72,0,0,3,3,9
03-05-2023,P015,Electronics,14,12556.4,202,52,0,0,2,5,8
10-12-2022,P018,Apparel,59,3159.11,23,20,0,0,5,12,4
19-07-2023,P036,Beauty,40,965.92,60,22,0,0,2,7,8
08-08-2023,P003,Home,21,4709.35,190,79,0,0,1,8,10
07-10-2022,P010,Home,25,2014.67,119,43,0,0,4,10,12
15-09-2022,P036,Beauty,37,998.67,33,22,0,0,3,9,8
30-07-2023,P006,Electronics,18,10465.98,136,79,0,0,6,7,13
01-04-2022,P006,Electronics,13,10205.51,85,79,0,0,4,4,13
26-09-2023,P026,Home,26,7431.44,104,42,0,0,1,9,8
02-05-2023,P004,Apparel,26,3303.63,137,40,0,0,1,5,14
25-06-2022,P009,Apparel,47,3412.64,111,43,0,0,5,6,2
09-08-2022,P034,Sports,22,2443.92,98,52,0,0,1,8,2
17-03-2022,P049,Apparel,52,1180.66,37,23,1,39.1,3,3,8
20-06-2023,P048,Apparel,22,1912.43,61,51,0,0,1,6,7
14-09-2022,P008,Beauty,49,2051.13,78,20,0,0,2,9,10
30-07-2022,P020,Electronics,27,20018.53,115,45,0,0,5,7,8
13-02-2022,P020,Electronics,14,199790.8,179,45,0,0,6,2,8
27-09-2023,P025,Apparel,31,1400.75,71,51,0,0,2,9,5
12-04-2023,P046,Home,18,1008.02,193,56,0,0,2,4,2
15-01-2022,P047,Electronics,21,16522.63,73,21,1,16.4,5,1,6
14-02-2022,P010,Home,18,2052.34,58,43,0,0,0,2,12
26-01-2022,P038,Electronics,16,12774.65,200,52,0,0,2,1,4
16-09-2022,P025,Apparel,37,1353.54,133,51,0,0,4,9,5
03-07-2023,P039,Home,15,2596.39,99,43,0,0,0,7,12
08-07-2022,P049,Apparel,16,1121.7,83,23,0,0,4,7,8
05-12-2022,P009,Apparel,53,3427.27,149,43,0,0,0,12,2
31-05-2023,P008,Beauty,29,2023.01,56,20,0,0,2,5,10
16-10-2023,P049,Apparel,57,1178.1,37,23,1,25,0,10,8
